transaction_id,customer_id,date,type,category,amount,balance_after
TXN000021_CUST0042,CUST0042,2026-04-08,debit,p2p,681,25326
TXN000022_CUST0042,CUST0042,2026-04-09,debit,p2p,1797,23529
TXN000023_CUST0042,CUST0042,2026-04-10,debit,utility_bill,1505,22024
TXN000024_CUST0042,CUST0042,2026-04-14,credit,salary,54459,76483
TXN000025_CUST0042,CUST0042,2026-04-20,debit,utility_bill,716,75767
TXN000026_CUST0042,CUST0042,2026-04-20,debit,rent,8535,67232
TXN000027_CUST0042,CUST0042,2026-04-24,debit,p2p,1878,65354
TXN000028_CUST0042,CUST0042,2026-04-27,debit,p2p,878,64476
TXN000029_CUST0042,CUST0042,2026-04-29,debit,groceries,489,63987
TXN000030_CUST0042,CUST0042,2026-05-02,debit,utility_bill,175,63812
TXN000031_CUST0042,CUST0042,2026-05-04,debit,p2p,1675,62137
TXN000032_CUST0042,CUST0042,2026-05-07,debit,utility_bill,687,61450
TXN000033_CUST0042,CUST0042,2026-05-11,debit,p2p,1449,60001
TXN000034_CUST0042,CUST0042,2026-05-12,debit,groceries,1477,58524
TXN000035_CUST0042,CUST0042,2026-05-13,debit,groceries,2287,56237
TXN000036_CUST0042,CUST0042,2026-05-14,credit,salary,53763,110000
TXN000037_CUST0042,CUST0042,2026-05-16,debit,groceries,1312,108688
TXN000038_CUST0042,CUST0042,2026-05-17,debit,entertainment,1730,106958
TXN000039_CUST0042,CUST0042,2026-05-20,debit,rent,6638,100320
TXN000040_CUST0042,CUST0042,2026-05-25,debit,entertainment,763,99557
TXN000041_CUST0042,CUST0042,2026-05-27,debit,utility_bill,1660,97897
TXN000042_CUST0042,CUST0042,2026-05-28,debit,groceries,2303,95594
TXN000043_CUST0042,CUST0042,2026-05-29,debit,utility_bill,2375,93219
TXN000044_CUST0042,CUST0042,2026-05-31,debit,utility_bill,929,92290
TXN000045_CUST0042,CUST0042,2026-06-02,debit,utility_bill,179,92111
TXN000046_CUST0042,CUST0042,2026-06-05,debit,groceries,518,91593
TXN000047_CUST0042,CUST0042,2026-06-08,debit,entertainment,1563,90030
TXN000048_CUST0042,CUST0042,2026-06-09,debit,utility_bill,2081,87949
TXN000049_CUST0042,CUST0042,2026-06-13,debit,utility_bill,1583,86366
TXN000050_CUST0042,CUST0042,2026-06-14,credit,salary,54669,141035
TXN000051_CUST0042,CUST0042,2026-06-14,debit,p2p,2452,138583
TXN000052_CUST0042,CUST0042,2026-06-20,debit,groceries,2242,136341
TXN000053_CUST0042,CUST0042,2026-06-25,debit,groceries,1757,134584
TXN000054_CUST0042,CUST0042,2026-06-26,debit,utility_bill,1950,132634
TXN000055_CUST0042,CUST0042,2026-06-29,debit,entertainment,1030,131604
TXN000056_CUST0042,CUST0042,2026-06-30,debit,utility_bill,2462,129142
TXN000057_CUST0042,CUST0042,2026-07-05,debit,utility_bill,785,128357
TXN000058_CUST0042,CUST0042,2026-07-14,credit,salary,55014,183371
TXN000059_CUST0042,CUST0042,2026-07-15,debit,utility_bill,1118,182253
TXN000060_CUST0042,CUST0042,2026-07-17,debit,p2p,1151,181102
TXN000061_CUST0042,CUST0042,2026-07-20,debit,rent,8047,173055
TXN000062_CUST0042,CUST0042,2026-07-21,debit,groceries,2153,170902
TXN000063_CUST0042,CUST0042,2026-07-26,debit,entertainment,1337,169565
TXN000064_CUST0042,CUST0042,2026-07-27,debit,groceries,2488,167077
TXN000065_CUST0042,CUST0042,2026-07-28,debit,p2p,2190,164887
TXN000066_CUST0042,CUST0042,2026-07-31,debit,entertainment,1947,162940
TXN000067_CUST0042,CUST0042,2026-08-01,debit,utility_bill,1952,160988
TXN000068_CUST0042,CUST0042,2026-08-02,debit,groceries,1506,159482
TXN000069_CUST0042,CUST0042,2026-08-03,debit,entertainment,2308,157174
TXN000070_CUST0042,CUST0042,2026-08-05,debit,rent,8355,148819
TXN000071_CUST0042,CUST0042,2026-08-06,debit,utility_bill,685,148134
TXN000072_CUST0042,CUST0042,2026-08-07,debit,groceries,701,147433
TXN000073_CUST0042,CUST0042,2026-08-13,debit,groceries,1236,146197
TXN000074_CUST0042,CUST0042,2026-08-14,credit,salary,55592,201789
TXN000075_CUST0042,CUST0042,2026-08-26,debit,entertainment,399,201390
TXN000001_CUST0043,CUST0043,2026-03-01,debit,p2p,1387,1388
TXN000002_CUST0043,CUST0043,2026-03-02,debit,entertainment,485,903
TXN000003_CUST0043,CUST0043,2026-03-03,credit,salary,42792,43695
TXN000004_CUST0043,CUST0043,2026-03-05,debit,groceries,1570,42125
TXN000005_CUST0043,CUST0043,2026-03-06,debit,utility_bill,2486,39639
TXN000006_CUST0043,CUST0043,2026-03-09,debit,utility_bill,835,38804
TXN000007_CUST0043,CUST0043,2026-03-13,debit,groceries,528,38276
TXN000008_CUST0043,CUST0043,2026-03-14,debit,entertainment,1285,36991
TXN000009_CUST0043,CUST0043,2026-03-17,debit,utility_bill,170,36821
TXN000010_CUST0043,CUST0043,2026-03-20,debit,entertainment,530,36291
TXN000011_CUST0043,CUST0043,2026-03-21,debit,entertainment,348,35943
TXN000012_CUST0043,CUST0043,2026-03-24,debit,utility_bill,633,35310
TXN000013_CUST0043,CUST0043,2026-03-30,debit,groceries,515,34795
TXN000014_CUST0043,CUST0043,2026-03-31,debit,entertainment,1799,32996
TXN000015_CUST0043,CUST0043,2026-04-01,debit,utility_bill,321,32675
TXN000016_CUST0043,CUST0043,2026-04-02,debit,groceries,1978,30697
TXN000017_CUST0043,CUST0043,2026-04-03,credit,salary,41645,72342
TXN000018_CUST0043,CUST0043,2026-04-03,debit,entertainment,1168,71174
TXN000019_CUST0043,CUST0043,2026-04-04,debit,utility_bill,301,70873
TXN000020_CUST0043,CUST0043,2026-04-05,debit,utility_bill,1917,68956
TXN000021_CUST0043,CUST0043,2026-04-05,debit,rent,6414,62542
TXN000022_CUST0043,CUST0043,2026-04-12,debit,p2p,871,61671
TXN000023_CUST0043,CUST0043,2026-04-13,debit,p2p,243,61428
TXN000024_CUST0043,CUST0043,2026-04-17,debit,p2p,185,61243
TXN000025_CUST0043,CUST0043,2026-04-19,debit,utility_bill,764,60479
TXN000026_CUST0043,CUST0043,2026-04-20,debit,rent,3280,57199
TXN000027_CUST0043,CUST0043,2026-04-28,debit,groceries,1029,56170
TXN000028_CUST0043,CUST0043,2026-05-01,debit,entertainment,219,55951
TXN000029_CUST0043,CUST0043,2026-05-03,credit,salary,41802,97753
TXN000030_CUST0043,CUST0043,2026-05-04,debit,utility_bill,1886,95867
TXN000031_CUST0043,CUST0043,2026-05-09,debit,groceries,1212,94655
TXN000032_CUST0043,CUST0043,2026-05-13,debit,entertainment,370,94285
TXN000033_CUST0043,CUST0043,2026-05-16,debit,utility_bill,2433,91852
TXN000034_CUST0043,CUST0043,2026-05-18,debit,groceries,1964,89888
TXN000035_CUST0043,CUST0043,2026-05-20,debit,rent,3366,86522
TXN000036_CUST0043,CUST0043,2026-05-22,debit,p2p,2325,84197
TXN000037_CUST0043,CUST0043,2026-05-25,debit,p2p,799,83398
TXN000038_CUST0043,CUST0043,2026-05-29,debit,p2p,282,83116
TXN000039_CUST0043,CUST0043,2026-05-30,debit,groceries,219,82897
TXN000040_CUST0043,CUST0043,2026-06-03,credit,salary,42254,125151
TXN000041_CUST0043,CUST0043,2026-06-06,debit,groceries,1669,123482
TXN000042_CUST0043,CUST0043,2026-06-12,debit,utility_bill,1179,122303
TXN000043_CUST0043,CUST0043,2026-06-14,debit,p2p,2041,120262
TXN000044_CUST0043,CUST0043,2026-06-16,debit,groceries,635,119627
TXN000045_CUST0043,CUST0043,2026-06-19,debit,groceries,1839,117788
TXN000046_CUST0043,CUST0043,2026-06-20,debit,rent,9531,108257
TXN000047_CUST0043,CUST0043,2026-06-21,debit,groceries,2152,106105
TXN000048_CUST0043,CUST0043,2026-06-22,debit,groceries,2379,103726
TXN000049_CUST0043,CUST0043,2026-06-23,debit,groceries,1650,102076
TXN000050_CUST0043,CUST0043,2026-06-25,debit,groceries,593,101483
TXN000051_CUST0043,CUST0043,2026-06-29,debit,groceries,1823,99660
TXN000052_CUST0043,CUST0043,2026-07-01,debit,entertainment,1088,98572
TXN000053_CUST0043,CUST0043,2026-07-02,debit,groceries,1328,97244
TXN000054_CUST0043,CUST0043,2026-07-03,credit,salary,42026,139270
TXN000055_CUST0043,CUST0043,2026-07-04,debit,p2p,967,138303
TXN000056_CUST0043,CUST0043,2026-07-05,debit,rent,6220,132083
TXN000057_CUST0043,CUST0043,2026-07-06,debit,entertainment,894,131189
TXN000058_CUST0043,CUST0043,2026-07-07,debit,p2p,1980,129209
TXN000059_CUST0043,CUST0043,2026-07-10,debit,groceries,987,128222
TXN000060_CUST0043,CUST0043,2026-07-11,debit,groceries,1517,126705
TXN000061_CUST0043,CUST0043,2026-07-12,debit,utility_bill,1798,124907
TXN000062_CUST0043,CUST0043,2026-07-13,debit,entertainment,1191,123716
TXN000063_CUST0043,CUST0043,2026-07-17,debit,p2p,412,123304
TXN000064_CUST0043,CUST0043,2026-07-20,debit,rent,3525,119779
TXN000065_CUST0043,CUST0043,2026-07-21,debit,p2p,1800,117979
TXN000066_CUST0043,CUST0043,2026-07-23,debit,p2p,252,117727
TXN000067_CUST0043,CUST0043,2026-07-26,debit,entertainment,2064,115663
TXN000068_CUST0043,CUST0043,2026-07-27,debit,p2p,302,115361
TXN000069_CUST0043,CUST0043,2026-07-28,debit,p2p,1116,114245
TXN000070_CUST0043,CUST0043,2026-07-31,debit,p2p,162,114083
TXN000071_CUST0043,CUST0043,2026-08-01,debit,groceries,1447,112636
TXN000072_CUST0043,CUST0043,2026-08-03,credit,salary,41487,154123
TXN000073_CUST0043,CUST0043,2026-08-05,debit,rent,11141,142982
TXN000074_CUST0043,CUST0043,2026-08-12,debit,entertainment,642,142340
TXN000075_CUST0043,CUST0043,2026-08-16,debit,entertainment,1714,140626
TXN000076_CUST0043,CUST0043,2026-08-18,debit,entertainment,1324,139302
TXN000077_CUST0043,CUST0043,2026-08-21,debit,utility_bill,1470,137832
TXN000078_CUST0043,CUST0043,2026-08-23,debit,p2p,2478,135354
TXN000079_CUST0043,CUST0043,2026-08-27,debit,p2p,826,134528
TXN000001_CUST0044,CUST0044,2026-03-04,debit,entertainment,374,1759
TXN000002_CUST0044,CUST0044,2026-03-13,credit,gig_payout,3286,5045
TXN000003_CUST0044,CUST0044,2026-03-13,debit,p2p,2231,2814
TXN000004_CUST0044,CUST0044,2026-03-14,credit,gig_payout,5023,7837
TXN000005_CUST0044,CUST0044,2026-03-14,debit,entertainment,1215,6622
TXN000006_CUST0044,CUST0044,2026-03-15,debit,groceries,1998,4624
TXN000007_CUST0044,CUST0044,2026-03-20,debit,rent,3420,1204
TXN000008_CUST0044,CUST0044,2026-03-22,debit,utility_bill,923,281
TXN000009_CUST0044,CUST0044,2026-04-05,credit,gig_payout,5535,5816
TXN000010_CUST0044,CUST0044,2026-04-09,debit,entertainment,1721,4095
TXN000011_CUST0044,CUST0044,2026-04-14,debit,entertainment,733,3362
TXN000012_CUST0044,CUST0044,2026-04-16,debit,entertainment,1277,2085
TXN000013_CUST0044,CUST0044,2026-04-17,debit,utility_bill,1239,846
TXN000014_CUST0044,CUST0044,2026-04-23,credit,gig_payout,2618,3464
TXN000015_CUST0044,CUST0044,2026-04-23,debit,groceries,1166,2298
TXN000016_CUST0044,CUST0044,2026-04-27,debit,utility_bill,2096,202
TXN000017_CUST0044,CUST0044,2026-04-30,credit,gig_payout,2408,2610
TXN000018_CUST0044,CUST0044,2026-05-01,credit,gig_payout,2768,5378
TXN000019_CUST0044,CUST0044,2026-05-02,credit,gig_payout,1997,7375
TXN000020_CUST0044,CUST0044,2026-05-03,debit,utility_bill,1223,6152
TXN000021_CUST0044,CUST0044,2026-05-04,debit,p2p,279,5873
TXN000022_CUST0044,CUST0044,2026-05-06,debit,entertainment,417,5456
TXN000023_CUST0044,CUST0044,2026-05-07,debit,p2p,2354,3102
TXN000024_CUST0044,CUST0044,2026-05-09,credit,gig_payout,3732,6834
TXN000025_CUST0044,CUST0044,2026-05-10,credit,gig_payout,3084,9918
TXN000026_CUST0044,CUST0044,2026-05-11,debit,entertainment,1259,8659
TXN000027_CUST0044,CUST0044,2026-05-13,credit,gig_payout,2279,10938
TXN000028_CUST0044,CUST0044,2026-05-13,debit,utility_bill,1765,9173
TXN000029_CUST0044,CUST0044,2026-05-20,debit,groceries,1490,7683
TXN000030_CUST0044,CUST0044,2026-05-20,debit,rent,7279,404
TXN000031_CUST0044,CUST0044,2026-05-22,credit,gig_payout,1806,2210
TXN000032_CUST0044,CUST0044,2026-05-22,debit,utility_bill,389,1821
TXN000033_CUST0044,CUST0044,2026-05-24,debit,entertainment,332,1489
TXN000034_CUST0044,CUST0044,2026-05-26,debit,entertainment,998,491
TXN000035_CUST0044,CUST0044,2026-05-28,debit,p2p,378,113
TXN000036_CUST0044,CUST0044,2026-05-31,credit,gig_payout,5486,5599
TXN000037_CUST0044,CUST0044,2026-06-01,debit,entertainment,1916,3683
TXN000038_CUST0044,CUST0044,2026-06-02,debit,entertainment,1223,2460
TXN000039_CUST0044,CUST0044,2026-06-04,debit,p2p,2157,303
TXN000040_CUST0044,CUST0044,2026-06-15,credit,gig_payout,5539,5842
TXN000041_CUST0044,CUST0044,2026-06-16,debit,utility_bill,1354,4488
TXN000042_CUST0044,CUST0044,2026-06-20,debit,p2p,425,4063
TXN000043_CUST0044,CUST0044,2026-06-21,credit,gig_payout,2530,6593
TXN000044_CUST0044,CUST0044,2026-06-22,credit,gig_payout,5441,12034
TXN000045_CUST0044,CUST0044,2026-06-23,debit,entertainment,395,11639
TXN000046_CUST0044,CUST0044,2026-06-24,credit,gig_payout,5412,17051
TXN000047_CUST0044,CUST0044,2026-06-25,credit,gig_payout,3953,21004
TXN000048_CUST0044,CUST0044,2026-06-27,debit,groceries,858,20146
TXN000049_CUST0044,CUST0044,2026-07-01,debit,entertainment,1227,18919
TXN000050_CUST0044,CUST0044,2026-07-03,debit,groceries,824,18095
TXN000051_CUST0044,CUST0044,2026-07-04,credit,gig_payout,3676,21771
TXN000052_CUST0044,CUST0044,2026-07-04,debit,entertainment,1551,20220
TXN000053_CUST0044,CUST0044,2026-07-05,debit,entertainment,2330,17890
TXN000054_CUST0044,CUST0044,2026-07-05,debit,rent,8740,9150
TXN000055_CUST0044,CUST0044,2026-07-07,debit,utility_bill,1418,7732
TXN000056_CUST0044,CUST0044,2026-07-09,debit,p2p,1187,6545
TXN000057_CUST0044,CUST0044,2026-07-11,debit,entertainment,1192,5353
TXN000058_CUST0044,CUST0044,2026-07-13,debit,utility_bill,956,4397
TXN000059_CUST0044,CUST0044,2026-07-14,debit,utility_bill,942,3455
TXN000060_CUST0044,CUST0044,2026-07-20,credit,gig_payout,3258,6713
TXN000061_CUST0044,CUST0044,2026-07-21,debit,utility_bill,2154,4559
TXN000062_CUST0044,CUST0044,2026-07-22,debit,entertainment,845,3714
TXN000063_CUST0044,CUST0044,2026-07-24,debit,groceries,425,3289
TXN000064_CUST0044,CUST0044,2026-07-26,debit,p2p,946,2343
TXN000065_CUST0044,CUST0044,2026-07-27,credit,gig_payout,4046,6389
TXN000066_CUST0044,CUST0044,2026-07-29,debit,utility_bill,1505,4884
TXN000067_CUST0044,CUST0044,2026-07-31,credit,gig_payout,5196,10080
TXN000068_CUST0044,CUST0044,2026-08-05,debit,utility_bill,1292,8788
TXN000069_CUST0044,CUST0044,2026-08-07,debit,p2p,420,8368
TXN000070_CUST0044,CUST0044,2026-08-10,credit,gig_payout,4198,12566
TXN000071_CUST0044,CUST0044,2026-08-20,debit,p2p,2121,10445
TXN000072_CUST0044,CUST0044,2026-08-24,credit,gig_payout,1646,12091
TXN000073_CUST0044,CUST0044,2026-08-26,debit,p2p,691,11400
TXN000001_CUST0045,CUST0045,2026-03-02,debit,utility_bill,1125,9636
TXN000002_CUST0045,CUST0045,2026-03-04,debit,groceries,2401,7235
TXN000003_CUST0045,CUST0045,2026-03-05,debit,rent,5574,1661
TXN000004_CUST0045,CUST0045,2026-03-11,debit,utility_bill,837,824
TXN000005_CUST0045,CUST0045,2026-03-12,debit,groceries,629,195
TXN000006_CUST0045,CUST0045,2026-03-16,credit,salary,66609,66804
TXN000007_CUST0045,CUST0045,2026-03-16,debit,groceries,2230,64574
TXN000008_CUST0045,CUST0045,2026-03-22,debit,groceries,1360,63214
TXN000009_CUST0045,CUST0045,2026-03-23,debit,entertainment,530,62684
TXN000010_CUST0045,CUST0045,2026-03-24,debit,utility_bill,2415,60269
TXN000011_CUST0045,CUST0045,2026-03-25,debit,p2p,1149,59120
TXN000012_CUST0045,CUST0045,2026-03-27,debit,groceries,2126,56994
TXN000013_CUST0045,CUST0045,2026-03-28,debit,utility_bill,948,56046
TXN000014_CUST0045,CUST0045,2026-03-29,debit,entertainment,1445,54601
TXN000015_CUST0045,CUST0045,2026-04-01,debit,utility_bill,219,54382
TXN000016_CUST0045,CUST0045,2026-04-05,debit,p2p,1499,52883
TXN000017_CUST0045,CUST0045,2026-04-08,debit,groceries,338,52545
TXN000018_CUST0045,CUST0045,2026-04-13,debit,groceries,1759,50786
TXN000019_CUST0045,CUST0045,2026-04-15,debit,groceries,519,50267
TXN000020_CUST0045,CUST0045,2026-04-16,credit,salary,67692,117959
TXN000021_CUST0045,CUST0045,2026-04-19,debit,entertainment,2368,115591
TXN000022_CUST0045,CUST0045,2026-04-20,debit,entertainment,1251,114340
TXN000023_CUST0045,CUST0045,2026-04-23,debit,utility_bill,1910,112430
TXN000024_CUST0045,CUST0045,2026-04-25,debit,utility_bill,1697,110733
TXN000025_CUST0045,CUST0045,2026-04-29,debit,entertainment,213,110520
TXN000026_CUST0045,CUST0045,2026-05-05,debit,entertainment,447,110073
TXN000027_CUST0045,CUST0045,2026-05-05,debit,rent,9078,100995
TXN000028_CUST0045,CUST0045,2026-05-12,debit,utility_bill,668,100327
TXN000029_CUST0045,CUST0045,2026-05-13,debit,groceries,693,99634
TXN000030_CUST0045,CUST0045,2026-05-16,credit,salary,68833,168467
TXN000031_CUST0045,CUST0045,2026-05-20,debit,rent,7959,160508
TXN000032_CUST0045,CUST0045,2026-05-23,debit,p2p,720,159788
TXN000033_CUST0045,CUST0045,2026-05-29,debit,entertainment,2021,157767
TXN000034_CUST0045,CUST0045,2026-05-30,debit,groceries,715,157052
TXN000035_CUST0045,CUST0045,2026-06-02,debit,groceries,545,156507
TXN000036_CUST0045,CUST0045,2026-06-05,debit,rent,4505,152002
TXN000037_CUST0045,CUST0045,2026-06-10,debit,utility_bill,2105,149897
TXN000038_CUST0045,CUST0045,2026-06-11,debit,groceries,1990,147907
TXN000039_CUST0045,CUST0045,2026-06-12,debit,p2p,1650,146257
TXN000040_CUST0045,CUST0045,2026-06-13,debit,utility_bill,581,145676
TXN000041_CUST0045,CUST0045,2026-06-15,debit,p2p,1677,143999
TXN000042_CUST0045,CUST0045,2026-06-16,credit,salary,66818,210817
TXN000043_CUST0045,CUST0045,2026-06-17,debit,utility_bill,161,210656
TXN000044_CUST0045,CUST0045,2026-06-19,debit,p2p,2185,208471
TXN000045_CUST0045,CUST0045,2026-06-21,debit,groceries,409,208062
TXN000046_CUST0045,CUST0045,2026-06-23,debit,p2p,1829,206233
TXN000047_CUST0045,CUST0045,2026-06-24,debit,groceries,2031,204202
TXN000048_CUST0045,CUST0045,2026-06-25,debit,utility_bill,1290,202912
TXN000049_CUST0045,CUST0045,2026-06-28,debit,utility_bill,2443,200469
TXN000050_CUST0045,CUST0045,2026-07-02,debit,groceries,514,199955
TXN000051_CUST0045,CUST0045,2026-07-06,debit,p2p,2003,197952
TXN000052_CUST0045,CUST0045,2026-07-07,debit,utility_bill,1869,196083
TXN000053_CUST0045,CUST0045,2026-07-08,debit,p2p,175,195908
TXN000054_CUST0045,CUST0045,2026-07-10,debit,p2p,2453,193455
TXN000055_CUST0045,CUST0045,2026-07-13,debit,groceries,1672,191783
TXN000056_CUST0045,CUST0045,2026-07-16,credit,salary,68253,260036
TXN000057_CUST0045,CUST0045,2026-07-17,debit,groceries,1440,258596
TXN000058_CUST0045,CUST0045,2026-07-18,debit,groceries,328,258268
TXN000059_CUST0045,CUST0045,2026-07-20,debit,entertainment,368,257900
TXN000060_CUST0045,CUST0045,2026-07-21,debit,groceries,284,257616
TXN000061_CUST0045,CUST0045,2026-07-26,debit,entertainment,1200,256416
TXN000062_CUST0045,CUST0045,2026-08-01,debit,p2p,1350,255066
TXN000063_CUST0045,CUST0045,2026-08-02,debit,utility_bill,2474,252592
TXN000064_CUST0045,CUST0045,2026-08-05,debit,rent,9752,242840
TXN000065_CUST0045,CUST0045,2026-08-06,debit,p2p,1292,241548
TXN000066_CUST0045,CUST0045,2026-08-14,debit,entertainment,978,240570
TXN000067_CUST0045,CUST0045,2026-08-16,credit,salary,68121,308691
TXN000068_CUST0045,CUST0045,2026-08-16,debit,groceries,295,308396
TXN000069_CUST0045,CUST0045,2026-08-17,debit,groceries,779,307617
TXN000070_CUST0045,CUST0045,2026-08-20,debit,rent,6001,301616
TXN000071_CUST0045,CUST0045,2026-08-21,debit,p2p,1023,300593
TXN000001_CUST0046,CUST0046,2026-03-01,credit,salary,49182,55621
TXN000002_CUST0046,CUST0046,2026-03-03,debit,p2p,2385,53236
TXN000003_CUST0046,CUST0046,2026-03-05,debit,rent,11977,41259
TXN000004_CUST0046,CUST0046,2026-03-06,debit,p2p,1377,39882
TXN000005_CUST0046,CUST0046,2026-03-11,debit,utility_bill,1717,38165
TXN000006_CUST0046,CUST0046,2026-03-17,debit,groceries,1505,36660
TXN000007_CUST0046,CUST0046,2026-03-18,debit,entertainment,1969,34691
TXN000008_CUST0046,CUST0046,2026-03-20,debit,rent,10356,24335
TXN000009_CUST0046,CUST0046,2026-03-25,debit,utility_bill,189,24146
TXN000010_CUST0046,CUST0046,2026-03-28,debit,p2p,588,23558
TXN000011_CUST0046,CUST0046,2026-03-29,debit,p2p,262,23296
TXN000012_CUST0046,CUST0046,2026-04-01,credit,salary,50275,73571
TXN000013_CUST0046,CUST0046,2026-04-01,debit,groceries,560,73011
TXN000014_CUST0046,CUST0046,2026-04-06,debit,p2p,1973,71038
TXN000015_CUST0046,CUST0046,2026-04-08,debit,utility_bill,838,70200
TXN000016_CUST0046,CUST0046,2026-04-13,debit,p2p,490,69710
TXN000017_CUST0046,CUST0046,2026-04-18,debit,p2p,2467,67243
TXN000018_CUST0046,CUST0046,2026-04-20,debit,rent,9843,57400
TXN000019_CUST0046,CUST0046,2026-04-23,debit,p2p,604,56796
TXN000020_CUST0046,CUST0046,2026-04-24,debit,utility_bill,1571,55225
TXN000021_CUST0046,CUST0046,2026-04-28,debit,p2p,281,54944
TXN000022_CUST0046,CUST0046,2026-04-30,debit,entertainment,559,54385
TXN000023_CUST0046,CUST0046,2026-05-01,credit,salary,50028,104413
TXN000024_CUST0046,CUST0046,2026-05-08,debit,utility_bill,419,103994
TXN000025_CUST0046,CUST0046,2026-05-09,debit,entertainment,1329,102665
TXN000026_CUST0046,CUST0046,2026-05-14,debit,groceries,162,102503
TXN000027_CUST0046,CUST0046,2026-05-15,debit,utility_bill,278,102225
TXN000028_CUST0046,CUST0046,2026-05-20,debit,rent,11892,90333
TXN000029_CUST0046,CUST0046,2026-05-21,debit,groceries,1056,89277
TXN000030_CUST0046,CUST0046,2026-05-23,debit,utility_bill,2384,86893
TXN000031_CUST0046,CUST0046,2026-05-26,debit,p2p,2472,84421
TXN000032_CUST0046,CUST0046,2026-05-27,debit,groceries,1630,82791
TXN000033_CUST0046,CUST0046,2026-05-29,debit,entertainment,2144,80647
TXN000034_CUST0046,CUST0046,2026-06-01,credit,salary,49789,130436
TXN000035_CUST0046,CUST0046,2026-06-05,debit,entertainment,1949,128487
TXN000036_CUST0046,CUST0046,2026-06-05,debit,rent,3722,124765
TXN000037_CUST0046,CUST0046,2026-06-11,debit,utility_bill,943,123822
TXN000038_CUST0046,CUST0046,2026-06-13,debit,p2p,1071,122751
TXN000039_CUST0046,CUST0046,2026-06-14,debit,entertainment,2160,120591
TXN000040_CUST0046,CUST0046,2026-06-18,debit,groceries,1042,119549
TXN000041_CUST0046,CUST0046,2026-06-19,debit,p2p,195,119354
TXN000042_CUST0046,CUST0046,2026-06-20,debit,utility_bill,1704,117650
TXN000043_CUST0046,CUST0046,2026-06-20,debit,rent,5130,112520
TXN000044_CUST0046,CUST0046,2026-06-22,debit,groceries,2031,110489
TXN000045_CUST0046,CUST0046,2026-06-24,debit,groceries,915,109574
TXN000046_CUST0046,CUST0046,2026-06-28,debit,utility_bill,1410,108164
TXN000047_CUST0046,CUST0046,2026-06-29,debit,groceries,435,107729
TXN000048_CUST0046,CUST0046,2026-06-30,debit,groceries,2490,105239
TXN000049_CUST0046,CUST0046,2026-07-01,credit,salary,48592,153831
TXN000050_CUST0046,CUST0046,2026-07-05,debit,entertainment,2240,151591
TXN000051_CUST0046,CUST0046,2026-07-05,debit,rent,3228,148363
TXN000052_CUST0046,CUST0046,2026-07-06,debit,groceries,512,147851
TXN000053_CUST0046,CUST0046,2026-07-11,debit,p2p,2019,145832
TXN000054_CUST0046,CUST0046,2026-07-12,debit,entertainment,1474,144358
TXN000055_CUST0046,CUST0046,2026-07-15,debit,entertainment,1426,142932
TXN000056_CUST0046,CUST0046,2026-07-16,debit,groceries,1095,141837
TXN000057_CUST0046,CUST0046,2026-07-18,debit,utility_bill,184,141653
TXN000058_CUST0046,CUST0046,2026-07-20,debit,p2p,1598,140055
TXN000059_CUST0046,CUST0046,2026-07-21,debit,entertainment,2047,138008
TXN000060_CUST0046,CUST0046,2026-07-24,debit,entertainment,619,137389
TXN000061_CUST0046,CUST0046,2026-07-25,debit,p2p,813,136576
TXN000062_CUST0046,CUST0046,2026-07-26,debit,groceries,891,135685
TXN000063_CUST0046,CUST0046,2026-07-27,debit,utility_bill,555,135130
TXN000064_CUST0046,CUST0046,2026-07-31,debit,groceries,2289,132841
TXN000065_CUST0046,CUST0046,2026-08-01,credit,salary,49648,182489
TXN000066_CUST0046,CUST0046,2026-08-02,debit,p2p,2466,180023
TXN000067_CUST0046,CUST0046,2026-08-03,debit,groceries,609,179414
TXN000068_CUST0046,CUST0046,2026-08-05,debit,p2p,1511,177903
TXN000069_CUST0046,CUST0046,2026-08-06,debit,p2p,2480,175423
TXN000070_CUST0046,CUST0046,2026-08-11,debit,groceries,356,175067
TXN000071_CUST0046,CUST0046,2026-08-19,debit,entertainment,783,174284
TXN000072_CUST0046,CUST0046,2026-08-23,debit,p2p,368,173916
TXN000073_CUST0046,CUST0046,2026-08-26,debit,entertainment,815,173101
TXN000074_CUST0046,CUST0046,2026-08-27,debit,utility_bill,2407,170694
TXN000001_CUST0047,CUST0047,2026-03-03,credit,salary,85880,97156
TXN000002_CUST0047,CUST0047,2026-03-04,debit,utility_bill,392,96764
TXN000003_CUST0047,CUST0047,2026-03-05,debit,p2p,1291,95473
TXN000004_CUST0047,CUST0047,2026-03-05,debit,rent,7567,87906
TXN000005_CUST0047,CUST0047,2026-03-11,debit,p2p,953,86953
TXN000006_CUST0047,CUST0047,2026-03-16,debit,utility_bill,357,86596
TXN000007_CUST0047,CUST0047,2026-03-17,debit,utility_bill,1047,85549
TXN000008_CUST0047,CUST0047,2026-03-19,debit,entertainment,2189,83360
TXN000009_CUST0047,CUST0047,2026-03-22,debit,p2p,944,82416
TXN000010_CUST0047,CUST0047,2026-03-23,debit,utility_bill,2211,80205
TXN000011_CUST0047,CUST0047,2026-03-24,debit,p2p,342,79863
TXN000012_CUST0047,CUST0047,2026-03-27,debit,groceries,1560,78303
TXN000013_CUST0047,CUST0047,2026-04-03,credit,salary,85741,164044
