attempt_id,mandate_id,customer_id,merchant_name,scheduled_date,attempt_date,attempt_number,amount_required,balance_at_attempt,status,failure_reason,ground_truth_retry_date,ground_truth_recoverable
ATMPT00207,MNDT00033,CUST0020,LIC Premium,2026-08-11,2026-08-13,2,2499,55339,SUCCESS,,,
ATMPT00208,MNDT00034,CUST0021,Health Insurance,2026-03-02,2026-03-02,1,1850,3837,SUCCESS,,,FALSE
ATMPT00209,MNDT00034,CUST0021,Health Insurance,2026-04-02,2026-04-02,1,1850,35866,SUCCESS,,,FALSE
ATMPT00210,MNDT00034,CUST0021,Health Insurance,2026-05-02,2026-05-02,1,1850,60313,SUCCESS,,,FALSE
ATMPT00211,MNDT00034,CUST0021,Health Insurance,2026-06-02,2026-06-02,1,1850,102203,SUCCESS,,,FALSE
ATMPT00212,MNDT00034,CUST0021,Health Insurance,2026-07-02,2026-07-02,1,1850,142892,FAILED,TECHNICAL_FAILURE,2026-07-03,TRUE
ATMPT00213,MNDT00034,CUST0021,Health Insurance,2026-07-02,2026-07-04,2,1850,206363,SUCCESS,,,
ATMPT00214,MNDT00034,CUST0021,Health Insurance,2026-08-02,2026-08-02,1,1850,176108,SUCCESS,,,FALSE
ATMPT00215,MNDT00035,CUST0022,Personal Loan EMI,2026-03-14,2026-03-14,1,8500,24510,SUCCESS,,,FALSE
ATMPT00216,MNDT00035,CUST0022,Personal Loan EMI,2026-04-14,2026-04-14,1,8500,48089,SUCCESS,,,FALSE
ATMPT00217,MNDT00035,CUST0022,Personal Loan EMI,2026-05-14,2026-05-14,1,8500,47851,SUCCESS,,,FALSE
ATMPT00218,MNDT00035,CUST0022,Personal Loan EMI,2026-06-14,2026-06-14,1,8500,37326,SUCCESS,,,FALSE
ATMPT00219,MNDT00035,CUST0022,Personal Loan EMI,2026-07-14,2026-07-14,1,8500,22165,SUCCESS,,,FALSE
ATMPT00220,MNDT00035,CUST0022,Personal Loan EMI,2026-08-14,2026-08-14,1,8500,46065,SUCCESS,,,FALSE
ATMPT00221,MNDT00036,CUST0023,Personal Loan EMI,2026-03-17,2026-03-17,1,8500,12358,FAILED,MANDATE_REVOKED,,FALSE
ATMPT00222,MNDT00037,CUST0023,Bike Loan EMI,2026-03-03,2026-03-03,1,3200,34333,SUCCESS,,,FALSE
ATMPT00223,MNDT00037,CUST0023,Bike Loan EMI,2026-04-03,2026-04-03,1,3200,36901,SUCCESS,,,FALSE
ATMPT00224,MNDT00037,CUST0023,Bike Loan EMI,2026-05-03,2026-05-03,1,3200,32423,SUCCESS,,,FALSE
ATMPT00225,MNDT00037,CUST0023,Bike Loan EMI,2026-06-03,2026-06-03,1,3200,50271,SUCCESS,,,FALSE
ATMPT00226,MNDT00037,CUST0023,Bike Loan EMI,2026-07-03,2026-07-03,1,3200,48690,SUCCESS,,,FALSE
ATMPT00227,MNDT00037,CUST0023,Bike Loan EMI,2026-08-03,2026-08-03,1,3200,33156,SUCCESS,,,FALSE
ATMPT00228,MNDT00038,CUST0024,LIC Premium,2026-03-01,2026-03-01,1,2499,20641,FAILED,TECHNICAL_FAILURE,2026-03-02,TRUE
ATMPT00229,MNDT00038,CUST0024,LIC Premium,2026-03-01,2026-03-03,2,2499,20641,SUCCESS,,,
ATMPT00230,MNDT00038,CUST0024,LIC Premium,2026-04-01,2026-04-01,1,2499,94262,SUCCESS,,,FALSE
ATMPT00231,MNDT00038,CUST0024,LIC Premium,2026-05-01,2026-05-01,1,2499,160268,SUCCESS,,,FALSE
ATMPT00232,MNDT00038,CUST0024,LIC Premium,2026-06-01,2026-06-01,1,2499,223028,SUCCESS,,,FALSE
ATMPT00233,MNDT00038,CUST0024,LIC Premium,2026-07-01,2026-07-01,1,2499,278537,FAILED,ACCOUNT_ISSUE,,FALSE
ATMPT00234,MNDT00038,CUST0024,LIC Premium,2026-07-01,2026-07-03,2,2499,278537,SUCCESS,,,
ATMPT00235,MNDT00038,CUST0024,LIC Premium,2026-08-01,2026-08-01,1,2499,341208,SUCCESS,,,FALSE
ATMPT00236,MNDT00039,CUST0024,Jio Fiber,2026-03-21,2026-03-21,1,999,95941,SUCCESS,,,FALSE
ATMPT00237,MNDT00039,CUST0024,Jio Fiber,2026-04-21,2026-04-21,1,999,165521,SUCCESS,,,FALSE
ATMPT00238,MNDT00039,CUST0024,Jio Fiber,2026-05-21,2026-05-21,1,999,229048,SUCCESS,,,FALSE
ATMPT00239,MNDT00039,CUST0024,Jio Fiber,2026-06-21,2026-06-21,1,999,284180,SUCCESS,,,FALSE
ATMPT00240,MNDT00039,CUST0024,Jio Fiber,2026-07-21,2026-07-21,1,999,347290,SUCCESS,,,FALSE
ATMPT00241,MNDT00039,CUST0024,Jio Fiber,2026-08-21,2026-08-21,1,999,414458,SUCCESS,,,FALSE
ATMPT00242,MNDT00040,CUST0024,Personal Loan EMI,2026-03-03,2026-03-03,1,8500,20641,FAILED,TECHNICAL_FAILURE,2026-03-04,TRUE
ATMPT00243,MNDT00040,CUST0024,Personal Loan EMI,2026-03-03,2026-03-05,2,8500,19883,SUCCESS,,,
ATMPT00244,MNDT00040,CUST0024,Personal Loan EMI,2026-04-03,2026-04-03,1,8500,92634,SUCCESS,,,FALSE
ATMPT00245,MNDT00040,CUST0024,Personal Loan EMI,2026-05-03,2026-05-03,1,8500,158258,SUCCESS,,,FALSE
ATMPT00246,MNDT00040,CUST0024,Personal Loan EMI,2026-06-03,2026-06-03,1,8500,221421,SUCCESS,,,FALSE
ATMPT00247,MNDT00040,CUST0024,Personal Loan EMI,2026-07-03,2026-07-03,1,8500,278537,SUCCESS,,,FALSE
ATMPT00248,MNDT00040,CUST0024,Personal Loan EMI,2026-08-03,2026-08-03,1,8500,341208,SUCCESS,,,FALSE
ATMPT00249,MNDT00041,CUST0025,Bike Loan EMI,2026-03-15,2026-03-15,1,3200,5997,SUCCESS,,,FALSE
ATMPT00250,MNDT00041,CUST0025,Bike Loan EMI,2026-04-15,2026-04-15,1,3200,13524,SUCCESS,,,FALSE
ATMPT00251,MNDT00041,CUST0025,Bike Loan EMI,2026-05-15,2026-05-15,1,3200,13094,SUCCESS,,,FALSE
ATMPT00252,MNDT00041,CUST0025,Bike Loan EMI,2026-06-15,2026-06-15,1,3200,51166,SUCCESS,,,FALSE
ATMPT00253,MNDT00041,CUST0025,Bike Loan EMI,2026-07-15,2026-07-15,1,3200,53451,SUCCESS,,,FALSE
ATMPT00254,MNDT00041,CUST0025,Bike Loan EMI,2026-08-15,2026-08-15,1,3200,34595,SUCCESS,,,FALSE
ATMPT00255,MNDT00042,CUST0025,Netflix,2026-03-09,2026-03-09,1,199,621,FAILED,BANK_DECLINED,2026-03-10,TRUE
ATMPT00256,MNDT00042,CUST0025,Netflix,2026-03-09,2026-03-11,2,199,8191,SUCCESS,,,
ATMPT00257,MNDT00042,CUST0025,Netflix,2026-04-09,2026-04-09,1,199,4620,SUCCESS,,,FALSE
ATMPT00258,MNDT00042,CUST0025,Netflix,2026-05-09,2026-05-09,1,199,9982,SUCCESS,,,FALSE
ATMPT00259,MNDT00042,CUST0025,Netflix,2026-06-09,2026-06-09,1,199,37002,SUCCESS,,,FALSE
ATMPT00260,MNDT00042,CUST0025,Netflix,2026-07-09,2026-07-09,1,199,48043,SUCCESS,,,FALSE
ATMPT00261,MNDT00042,CUST0025,Netflix,2026-08-09,2026-08-09,1,199,41372,SUCCESS,,,FALSE
ATMPT00262,MNDT00043,CUST0026,Zomato Gold,2026-03-27,2026-03-27,1,41762,75849,SUCCESS,,,FALSE
ATMPT00263,MNDT00043,CUST0026,Zomato Gold,2026-04-27,2026-04-27,1,41762,133522,SUCCESS,,,FALSE
ATMPT00264,MNDT00043,CUST0026,Zomato Gold,2026-05-27,2026-05-27,1,41762,195929,SUCCESS,,,FALSE
ATMPT00265,MNDT00043,CUST0026,Zomato Gold,2026-06-27,2026-06-27,1,41762,244423,SUCCESS,,,FALSE
ATMPT00266,MNDT00043,CUST0026,Zomato Gold,2026-07-27,2026-07-27,1,41762,295416,SUCCESS,,,FALSE
ATMPT00267,MNDT00043,CUST0026,Zomato Gold,2026-08-27,2026-08-27,1,41762,348331,SUCCESS,,,FALSE
ATMPT00268,MNDT00044,CUST0026,Jio Fiber,2026-03-02,2026-03-02,1,999,94340,SUCCESS,,,FALSE
ATMPT00269,MNDT00044,CUST0026,Jio Fiber,2026-04-02,2026-04-02,1,999,149062,SUCCESS,,,FALSE
ATMPT00270,MNDT00044,CUST0026,Jio Fiber,2026-05-02,2026-05-02,1,999,207457,SUCCESS,,,FALSE
ATMPT00271,MNDT00044,CUST0026,Jio Fiber,2026-06-02,2026-06-02,1,999,270827,SUCCESS,,,FALSE
ATMPT00272,MNDT00044,CUST0026,Jio Fiber,2026-07-02,2026-07-02,1,999,319842,SUCCESS,,,FALSE
ATMPT00273,MNDT00044,CUST0026,Jio Fiber,2026-08-02,2026-08-02,1,999,369171,SUCCESS,,,FALSE
ATMPT00274,MNDT00045,CUST0026,Cult.fit Gym,2026-03-07,2026-03-07,1,1499,90667,SUCCESS,,,FALSE
ATMPT00275,MNDT00045,CUST0026,Cult.fit Gym,2026-04-07,2026-04-07,1,1499,146205,SUCCESS,,,FALSE
ATMPT00276,MNDT00045,CUST0026,Cult.fit Gym,2026-05-07,2026-05-07,1,1499,205128,SUCCESS,,,FALSE
ATMPT00277,MNDT00045,CUST0026,Cult.fit Gym,2026-06-07,2026-06-07,1,1499,259050,SUCCESS,,,FALSE
ATMPT00278,MNDT00045,CUST0026,Cult.fit Gym,2026-07-07,2026-07-07,1,1499,310053,SUCCESS,,,FALSE
ATMPT00279,MNDT00045,CUST0026,Cult.fit Gym,2026-08-07,2026-08-07,1,1499,358062,SUCCESS,,,FALSE
ATMPT00280,MNDT00046,CUST0027,SIP - Mutual Fund,2026-03-09,2026-03-09,1,51533,70187,FAILED,TECHNICAL_FAILURE,2026-03-10,TRUE
ATMPT00281,MNDT00046,CUST0027,SIP - Mutual Fund,2026-03-09,2026-03-11,2,51533,70187,SUCCESS,,,
ATMPT00282,MNDT00046,CUST0027,SIP - Mutual Fund,2026-04-09,2026-04-09,1,51533,134416,SUCCESS,,,FALSE
ATMPT00283,MNDT00046,CUST0027,SIP - Mutual Fund,2026-05-09,2026-05-09,1,51533,180995,FAILED,TECHNICAL_FAILURE,2026-05-10,TRUE
ATMPT00284,MNDT00046,CUST0027,SIP - Mutual Fund,2026-05-09,2026-05-11,2,51533,180995,SUCCESS,,,
ATMPT00285,MNDT00046,CUST0027,SIP - Mutual Fund,2026-06-09,2026-06-09,1,51533,239236,SUCCESS,,,FALSE
ATMPT00286,MNDT00046,CUST0027,SIP - Mutual Fund,2026-07-09,2026-07-09,1,51533,296559,SUCCESS,,,FALSE
ATMPT00287,MNDT00046,CUST0027,SIP - Mutual Fund,2026-08-09,2026-08-09,1,51533,351760,SUCCESS,,,FALSE
ATMPT00288,MNDT00047,CUST0027,LIC Premium,2026-03-17,2026-03-17,1,2499,69525,SUCCESS,,,FALSE
ATMPT00289,MNDT00047,CUST0027,LIC Premium,2026-04-17,2026-04-17,1,2499,130541,SUCCESS,,,FALSE
ATMPT00290,MNDT00047,CUST0027,LIC Premium,2026-05-17,2026-05-17,1,2499,179109,SUCCESS,,,FALSE
ATMPT00291,MNDT00047,CUST0027,LIC Premium,2026-06-17,2026-06-17,1,2499,237182,SUCCESS,,,FALSE
ATMPT00292,MNDT00047,CUST0027,LIC Premium,2026-07-17,2026-07-17,1,2499,293148,SUCCESS,,,FALSE
ATMPT00293,MNDT00047,CUST0027,LIC Premium,2026-08-17,2026-08-17,1,2499,349458,SUCCESS,,,FALSE
ATMPT00294,MNDT00048,CUST0028,Health Insurance,2026-03-02,2026-03-02,1,1850,7895,SUCCESS,,,FALSE
ATMPT00295,MNDT00048,CUST0028,Health Insurance,2026-04-02,2026-04-02,1,1850,31488,FAILED,BANK_DECLINED,2026-04-03,TRUE
ATMPT00296,MNDT00048,CUST0028,Health Insurance,2026-04-02,2026-04-04,2,1850,31488,SUCCESS,,,
ATMPT00297,MNDT00048,CUST0028,Health Insurance,2026-05-02,2026-05-02,1,1850,43166,SUCCESS,,,FALSE
ATMPT00298,MNDT00048,CUST0028,Health Insurance,2026-06-02,2026-06-02,1,1850,66607,FAILED,BANK_DECLINED,2026-06-03,TRUE
ATMPT00299,MNDT00048,CUST0028,Health Insurance,2026-06-02,2026-06-04,2,1850,65386,SUCCESS,,,
ATMPT00300,MNDT00048,CUST0028,Health Insurance,2026-07-02,2026-07-02,1,1850,64520,SUCCESS,,,FALSE
ATMPT00301,MNDT00048,CUST0028,Health Insurance,2026-08-02,2026-08-02,1,1850,78358,SUCCESS,,,FALSE
ATMPT00302,MNDT00049,CUST0028,Zomato Gold,2026-03-15,2026-03-15,1,299,5316,FAILED,BANK_DECLINED,2026-03-16,TRUE
ATMPT00303,MNDT00049,CUST0028,Zomato Gold,2026-03-15,2026-03-17,2,299,41324,SUCCESS,,,
ATMPT00304,MNDT00049,CUST0028,Zomato Gold,2026-04-15,2026-04-15,1,299,23848,SUCCESS,,,FALSE
ATMPT00305,MNDT00049,CUST0028,Zomato Gold,2026-05-15,2026-05-15,1,299,31249,SUCCESS,,,FALSE
ATMPT00306,MNDT00049,CUST0028,Zomato Gold,2026-06-15,2026-06-15,1,299,46809,SUCCESS,,,FALSE
ATMPT00307,MNDT00049,CUST0028,Zomato Gold,2026-07-15,2026-07-15,1,299,52133,FAILED,ACCOUNT_ISSUE,,FALSE
ATMPT00308,MNDT00049,CUST0028,Zomato Gold,2026-07-15,2026-07-17,2,299,88851,SUCCESS,,,
ATMPT00309,MNDT00049,CUST0028,Zomato Gold,2026-08-15,2026-08-15,1,299,70291,SUCCESS,,,FALSE
ATMPT00310,MNDT00050,CUST0029,Personal Loan EMI,2026-03-24,2026-03-24,1,8500,66966,SUCCESS,,,FALSE
ATMPT00311,MNDT00050,CUST0029,Personal Loan EMI,2026-04-24,2026-04-24,1,8500,123505,SUCCESS,,,FALSE
ATMPT00312,MNDT00050,CUST0029,Personal Loan EMI,2026-05-24,2026-05-24,1,8500,172826,SUCCESS,,,FALSE
ATMPT00313,MNDT00050,CUST0029,Personal Loan EMI,2026-06-24,2026-06-24,1,8500,228100,SUCCESS,,,FALSE
ATMPT00314,MNDT00050,CUST0029,Personal Loan EMI,2026-07-24,2026-07-24,1,8500,267033,SUCCESS,,,FALSE
ATMPT00315,MNDT00050,CUST0029,Personal Loan EMI,2026-08-24,2026-08-24,1,8500,307498,SUCCESS,,,FALSE
ATMPT00316,MNDT00051,CUST0029,Health Insurance,2026-03-11,2026-03-11,1,1850,4231,SUCCESS,,,FALSE
ATMPT00317,MNDT00051,CUST0029,Health Insurance,2026-04-11,2026-04-11,1,1850,56319,SUCCESS,,,FALSE
ATMPT00318,MNDT00051,CUST0029,Health Insurance,2026-05-11,2026-05-11,1,1850,108067,FAILED,TECHNICAL_FAILURE,2026-05-12,TRUE
ATMPT00319,MNDT00051,CUST0029,Health Insurance,2026-05-11,2026-05-13,2,1850,107780,SUCCESS,,,
ATMPT00320,MNDT00051,CUST0029,Health Insurance,2026-06-11,2026-06-11,1,1850,168335,SUCCESS,,,FALSE
ATMPT00321,MNDT00051,CUST0029,Health Insurance,2026-07-11,2026-07-11,1,1850,213222,SUCCESS,,,FALSE
ATMPT00322,MNDT00051,CUST0029,Health Insurance,2026-08-11,2026-08-11,1,1850,253052,SUCCESS,,,FALSE
ATMPT00323,MNDT00052,CUST0030,LIC Premium,2026-03-27,2026-03-27,1,31311,64146,SUCCESS,,,FALSE
ATMPT00324,MNDT00052,CUST0030,LIC Premium,2026-04-27,2026-04-27,1,31311,96323,SUCCESS,,,FALSE
ATMPT00325,MNDT00052,CUST0030,LIC Premium,2026-05-27,2026-05-27,1,31311,133589,SUCCESS,,,FALSE
ATMPT00326,MNDT00052,CUST0030,LIC Premium,2026-06-27,2026-06-27,1,31311,168576,SUCCESS,,,FALSE
ATMPT00327,MNDT00052,CUST0030,LIC Premium,2026-07-27,2026-07-27,1,31311,218250,SUCCESS,,,FALSE
ATMPT00328,MNDT00052,CUST0030,LIC Premium,2026-08-27,2026-08-27,1,31311,275987,SUCCESS,,,FALSE
ATMPT00329,MNDT00053,CUST0031,Spotify Premium,2026-03-06,2026-03-06,1,119,8602,SUCCESS,,,FALSE
ATMPT00330,MNDT00053,CUST0031,Spotify Premium,2026-04-06,2026-04-06,1,119,30624,SUCCESS,,,FALSE
ATMPT00331,MNDT00053,CUST0031,Spotify Premium,2026-05-06,2026-05-06,1,119,63617,SUCCESS,,,FALSE
ATMPT00332,MNDT00053,CUST0031,Spotify Premium,2026-06-06,2026-06-06,1,119,82229,SUCCESS,,,FALSE
ATMPT00333,MNDT00053,CUST0031,Spotify Premium,2026-07-06,2026-07-06,1,119,100689,SUCCESS,,,FALSE
ATMPT00334,MNDT00053,CUST0031,Spotify Premium,2026-08-06,2026-08-06,1,119,110330,SUCCESS,,,FALSE
ATMPT00335,MNDT00054,CUST0031,LIC Premium,2026-03-15,2026-03-15,1,2499,7377,FAILED,MANDATE_REVOKED,,FALSE
ATMPT00336,MNDT00055,CUST0032,Spotify Premium,2026-03-24,2026-03-24,1,119,32809,SUCCESS,,,FALSE
ATMPT00337,MNDT00055,CUST0032,Spotify Premium,2026-04-24,2026-04-24,1,119,45596,FAILED,TECHNICAL_FAILURE,2026-04-25,TRUE
ATMPT00338,MNDT00055,CUST0032,Spotify Premium,2026-04-24,2026-04-26,2,119,45596,SUCCESS,,,
ATMPT00339,MNDT00055,CUST0032,Spotify Premium,2026-05-24,2026-05-24,1,119,24164,SUCCESS,,,FALSE
ATMPT00340,MNDT00055,CUST0032,Spotify Premium,2026-06-24,2026-06-24,1,119,14793,SUCCESS,,,FALSE
ATMPT00341,MNDT00055,CUST0032,Spotify Premium,2026-07-24,2026-07-24,1,119,11780,SUCCESS,,,FALSE
ATMPT00342,MNDT00055,CUST0032,Spotify Premium,2026-08-24,2026-08-24,1,119,3969,FAILED,BANK_DECLINED,2026-08-25,TRUE
ATMPT00343,MNDT00055,CUST0032,Spotify Premium,2026-08-24,2026-08-26,2,119,3969,SUCCESS,,,
ATMPT00344,MNDT00056,CUST0033,SIP - Mutual Fund,2026-03-15,2026-03-15,1,5000,71524,SUCCESS,,,FALSE
ATMPT00345,MNDT00056,CUST0033,SIP - Mutual Fund,2026-04-15,2026-04-15,1,5000,117379,SUCCESS,,,FALSE
ATMPT00346,MNDT00056,CUST0033,SIP - Mutual Fund,2026-05-15,2026-05-15,1,5000,153706,SUCCESS,,,FALSE
ATMPT00347,MNDT00056,CUST0033,SIP - Mutual Fund,2026-06-15,2026-06-15,1,5000,191045,SUCCESS,,,FALSE
ATMPT00348,MNDT00056,CUST0033,SIP - Mutual Fund,2026-07-15,2026-07-15,1,5000,232416,SUCCESS,,,FALSE
ATMPT00349,MNDT00056,CUST0033,SIP - Mutual Fund,2026-08-15,2026-08-15,1,5000,272556,SUCCESS,,,FALSE
ATMPT00350,MNDT00057,CUST0033,LIC Premium,2026-03-04,2026-03-04,1,2499,14163,FAILED,ACCOUNT_ISSUE,,FALSE
ATMPT00351,MNDT00057,CUST0033,LIC Premium,2026-03-04,2026-03-06,2,2499,12587,SUCCESS,,,
ATMPT00352,MNDT00057,CUST0033,LIC Premium,2026-04-04,2026-04-04,1,2499,59374,SUCCESS,,,FALSE
ATMPT00353,MNDT00057,CUST0033,LIC Premium,2026-05-04,2026-05-04,1,2499,103769,SUCCESS,,,FALSE
ATMPT00354,MNDT00057,CUST0033,LIC Premium,2026-06-04,2026-06-04,1,2499,140371,SUCCESS,,,FALSE
ATMPT00355,MNDT00057,CUST0033,LIC Premium,2026-07-04,2026-07-04,1,2499,180301,SUCCESS,,,FALSE
ATMPT00356,MNDT00057,CUST0033,LIC Premium,2026-08-04,2026-08-04,1,2499,213165,SUCCESS,,,FALSE
ATMPT00357,MNDT00058,CUST0034,Health Insurance,2026-03-17,2026-03-17,1,1850,20183,SUCCESS,,,FALSE
ATMPT00358,MNDT00058,CUST0034,Health Insurance,2026-04-17,2026-04-17,1,1850,43588,SUCCESS,,,FALSE
ATMPT00359,MNDT00058,CUST0034,Health Insurance,2026-05-17,2026-05-17,1,1850,46333,SUCCESS,,,FALSE
ATMPT00360,MNDT00058,CUST0034,Health Insurance,2026-06-17,2026-06-17,1,1850,60031,SUCCESS,,,FALSE
ATMPT00361,MNDT00058,CUST0034,Health Insurance,2026-07-17,2026-07-17,1,1850,75166,FAILED,TECHNICAL_FAILURE,2026-07-18,TRUE
ATMPT00362,MNDT00058,CUST0034,Health Insurance,2026-07-17,2026-07-19,2,1850,73432,SUCCESS,,,
ATMPT00363,MNDT00058,CUST0034,Health Insurance,2026-08-17,2026-08-17,1,1850,87457,SUCCESS,,,FALSE
ATMPT00364,MNDT00059,CUST0034,Cult.fit Gym,2026-03-21,2026-03-21,1,1499,15099,SUCCESS,,,FALSE
ATMPT00365,MNDT00059,CUST0034,Cult.fit Gym,2026-04-21,2026-04-21,1,1499,35597,SUCCESS,,,FALSE
ATMPT00366,MNDT00059,CUST0034,Cult.fit Gym,2026-05-21,2026-05-21,1,1499,43086,SUCCESS,,,FALSE
ATMPT00367,MNDT00059,CUST0034,Cult.fit Gym,2026-06-21,2026-06-21,1,1499,52603,SUCCESS,,,FALSE
ATMPT00368,MNDT00059,CUST0034,Cult.fit Gym,2026-07-21,2026-07-21,1,1499,71333,SUCCESS,,,FALSE
ATMPT00369,MNDT00059,CUST0034,Cult.fit Gym,2026-08-21,2026-08-21,1,1499,84921,SUCCESS,,,FALSE
ATMPT00370,MNDT00060,CUST0035,Health Insurance,2026-03-14,2026-03-14,1,1850,30732,SUCCESS,,,FALSE
ATMPT00371,MNDT00060,CUST0035,Health Insurance,2026-04-14,2026-04-14,1,1850,21971,SUCCESS,,,FALSE
ATMPT00372,MNDT00060,CUST0035,Health Insurance,2026-05-14,2026-05-14,1,1850,36849,SUCCESS,,,FALSE
ATMPT00373,MNDT00060,CUST0035,Health Insurance,2026-06-14,2026-06-14,1,1850,30409,SUCCESS,,,FALSE
ATMPT00374,MNDT00060,CUST0035,Health Insurance,2026-07-14,2026-07-14,1,1850,39394,SUCCESS,,,FALSE
ATMPT00375,MNDT00060,CUST0035,Health Insurance,2026-08-14,2026-08-14,1,1850,40752,SUCCESS,,,FALSE
ATMPT00376,MNDT00061,CUST0035,Jio Fiber,2026-03-20,2026-03-20,1,999,13852,SUCCESS,,,FALSE
ATMPT00377,MNDT00061,CUST0035,Jio Fiber,2026-04-20,2026-04-20,1,999,20465,SUCCESS,,,FALSE
ATMPT00378,MNDT00061,CUST0035,Jio Fiber,2026-05-20,2026-05-20,1,999,34019,SUCCESS,,,FALSE
ATMPT00379,MNDT00061,CUST0035,Jio Fiber,2026-06-20,2026-06-20,1,999,25944,SUCCESS,,,FALSE
ATMPT00380,MNDT00061,CUST0035,Jio Fiber,2026-07-20,2026-07-20,1,999,26520,SUCCESS,,,FALSE
ATMPT00381,MNDT00061,CUST0035,Jio Fiber,2026-08-20,2026-08-20,1,999,37245,SUCCESS,,,FALSE
ATMPT00382,MNDT00062,CUST0036,SIP - Mutual Fund,2026-03-27,2026-03-27,1,5000,130457,SUCCESS,,,FALSE
ATMPT00383,MNDT00062,CUST0036,SIP - Mutual Fund,2026-04-27,2026-04-27,1,5000,151607,SUCCESS,,,FALSE
ATMPT00384,MNDT00062,CUST0036,SIP - Mutual Fund,2026-05-27,2026-05-27,1,5000,194492,SUCCESS,,,FALSE
ATMPT00385,MNDT00062,CUST0036,SIP - Mutual Fund,2026-06-27,2026-06-27,1,5000,271278,SUCCESS,,,FALSE
ATMPT00386,MNDT00062,CUST0036,SIP - Mutual Fund,2026-07-27,2026-07-27,1,5000,251367,SUCCESS,,,FALSE
ATMPT00387,MNDT00062,CUST0036,SIP - Mutual Fund,2026-08-27,2026-08-27,1,5000,292303,SUCCESS,,,FALSE
ATMPT00388,MNDT00063,CUST0037,Personal Loan EMI,2026-03-04,2026-03-04,1,8500,2689,FAILED,INSUFFICIENT_BALANCE,2026-03-15,TRUE
ATMPT00389,MNDT00063,CUST0037,Personal Loan EMI,2026-03-04,2026-03-06,2,8500,2689,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00390,MNDT00063,CUST0037,Personal Loan EMI,2026-03-04,2026-03-08,3,8500,495,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00391,MNDT00063,CUST0037,Personal Loan EMI,2026-04-04,2026-04-04,1,8500,19482,SUCCESS,,,FALSE
ATMPT00392,MNDT00063,CUST0037,Personal Loan EMI,2026-05-04,2026-05-04,1,8500,23326,SUCCESS,,,FALSE
ATMPT00393,MNDT00063,CUST0037,Personal Loan EMI,2026-06-04,2026-06-04,1,8500,31480,SUCCESS,,,FALSE
ATMPT00394,MNDT00063,CUST0037,Personal Loan EMI,2026-07-04,2026-07-04,1,8500,40218,SUCCESS,,,FALSE
ATMPT00395,MNDT00063,CUST0037,Personal Loan EMI,2026-08-04,2026-08-04,1,8500,41908,SUCCESS,,,FALSE
ATMPT00396,MNDT00064,CUST0037,Netflix,2026-03-01,2026-03-01,1,199,2689,SUCCESS,,,FALSE
ATMPT00397,MNDT00064,CUST0037,Netflix,2026-04-01,2026-04-01,1,199,19482,SUCCESS,,,FALSE
ATMPT00398,MNDT00064,CUST0037,Netflix,2026-05-01,2026-05-01,1,199,23326,SUCCESS,,,FALSE
ATMPT00399,MNDT00064,CUST0037,Netflix,2026-06-01,2026-06-01,1,199,31480,SUCCESS,,,FALSE
ATMPT00400,MNDT00064,CUST0037,Netflix,2026-07-01,2026-07-01,1,199,42485,SUCCESS,,,FALSE
ATMPT00401,MNDT00064,CUST0037,Netflix,2026-08-01,2026-08-01,1,199,41908,SUCCESS,,,FALSE
ATMPT00402,MNDT00065,CUST0038,Personal Loan EMI,2026-03-12,2026-03-12,1,8500,4469,FAILED,INSUFFICIENT_BALANCE,2026-04-05,TRUE
ATMPT00403,MNDT00065,CUST0038,Personal Loan EMI,2026-03-12,2026-03-14,2,8500,7285,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00404,MNDT00065,CUST0038,Personal Loan EMI,2026-03-12,2026-03-16,3,8500,5535,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00405,MNDT00065,CUST0038,Personal Loan EMI,2026-04-12,2026-04-12,1,8500,7194,FAILED,INSUFFICIENT_BALANCE,2026-05-11,TRUE
ATMPT00406,MNDT00065,CUST0038,Personal Loan EMI,2026-04-12,2026-04-14,2,8500,6470,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00407,MNDT00065,CUST0038,Personal Loan EMI,2026-04-12,2026-04-16,3,8500,6470,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00408,MNDT00065,CUST0038,Personal Loan EMI,2026-05-12,2026-05-12,1,8500,9626,SUCCESS,,,FALSE
ATMPT00409,MNDT00065,CUST0038,Personal Loan EMI,2026-06-12,2026-06-12,1,8500,16858,SUCCESS,,,FALSE
ATMPT00410,MNDT00065,CUST0038,Personal Loan EMI,2026-07-12,2026-07-12,1,8500,10659,SUCCESS,,,FALSE
ATMPT00411,MNDT00065,CUST0038,Personal Loan EMI,2026-08-12,2026-08-12,1,8500,16,FAILED,INSUFFICIENT_BALANCE,,FALSE
ATMPT00412,MNDT00065,CUST0038,Personal Loan EMI,2026-08-12,2026-08-14,2,8500,16,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00413,MNDT00065,CUST0038,Personal Loan EMI,2026-08-12,2026-08-16,3,8500,3494,FAILED,INSUFFICIENT_BALANCE,,
